onset	duration	trial_type	block_n
70.02	16.97	task	1
86.99	10.0	rest	1
96.99	20.73	task	2
117.72	10.0	rest	2
127.73	20.48	task	3
148.2	10.0	rest	3
158.21	22.01	task	4
180.22	10.0	rest	4
190.22	20.81	task	5
211.03	10.0	rest	5
221.04	22.04	task	6
243.08	10.0	rest	6
253.08	16.92	task	7
270.0	10.0	rest	7
280.0	20.09	task	8
300.09	10.0	rest	8
310.09	21.96	task	9
332.05	10.0	rest	9
342.05	19.13	task	10
361.19	10.0	rest	10
371.19	17.76	task	11
388.95	10.0	rest	11
398.95	21.19	task	12
420.14	10.0	rest	12
430.15	20.01	task	13
450.16	10.0	rest	13
460.16	20.32	task	14
480.48	10.0	rest	14
490.48	19.8	task	15
510.29	10.0	rest	15
520.29	21.14	task	16
541.43	10.0	rest	16
551.43	18.84	task	17
570.28	10.0	rest	17
580.28	19.19	task	18
599.47	10.0	rest	18
609.47	19.89	task	19
629.36	10.0	rest	19
639.37	19.26	task	20
658.63	10.0	rest	20
668.63	18.75	task	21
687.39	10.0	rest	21
697.39	18.36	task	22
715.75	10.0	rest	22
725.75	20.05	task	23
745.8	10.0	rest	23
755.81	21.1	task	24
776.9	10.0	rest	24
786.91	21.03	task	25
807.93	10.0	rest	25
817.94	23.06	task	26
840.99	10.0	rest	26
851.0	21.64	task	27
872.63	10.0	rest	27
882.64	21.01	task	28
903.65	10.0	rest	28
