onset	duration	trial_type	block_n
70.02	13.99	task	1
84.03	10.0	rest	1
94.03	16.32	task	2
110.35	10.0	rest	2
120.36	17.21	task	3
137.57	10.0	rest	3
147.57	17.24	task	4
164.82	10.0	rest	4
174.82	16.76	task	5
191.59	10.0	rest	5
201.59	16.98	task	6
218.58	10.0	rest	6
228.58	17.05	task	7
245.63	10.0	rest	7
255.64	15.12	task	8
270.76	10.0	rest	8
280.77	17.94	task	9
298.7	10.0	rest	9
308.71	17.11	task	10
325.82	10.0	rest	10
335.82	17.98	task	11
353.8	10.0	rest	11
363.8	16.97	task	12
380.77	10.0	rest	12
390.77	18.06	task	13
408.84	10.0	rest	13
418.84	19.8	task	14
438.65	10.0	rest	14
448.65	18.01	task	15
466.66	10.0	rest	15
476.66	20.01	task	16
496.67	10.0	rest	16
506.68	19.0	task	17
525.68	10.0	rest	17
535.68	18.91	task	18
554.59	10.0	rest	18
564.59	18.93	task	19
583.52	10.0	rest	19
593.52	18.82	task	20
612.35	10.0	rest	20
622.35	17.93	task	21
640.28	10.0	rest	21
650.28	16.94	task	22
667.22	10.0	rest	22
677.22	19.83	task	23
697.05	10.0	rest	23
707.06	19.91	task	24
726.97	10.0	rest	24
736.97	19.15	task	25
756.12	10.0	rest	25
766.12	21.32	task	26
787.45	10.0	rest	26
797.45	20.63	task	27
818.08	10.0	rest	27
828.09	21.01	task	28
849.1	10.0	rest	28
